nohup: ignoring input
2025-07-17 08:39:08,113		[33;36mINFO[0m	viam.rpc.dial (dial.py:336)	Connecting to socket: /tmp/proxy-EcjVjTCA.sock	
Resources:
[<viam.proto.common.ResourceName rdk:component:board/local at 0x7fb4b44d60>, <viam.proto.common.ResourceName rdk:component:sensor/sensor at 0x7fb4d7e020>, <viam.proto.common.ResourceName rdk:service:motion/builtin at 0x7fb34ac310>]
11:31 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
11:32 - waiting before we test for moisture again, current moisture: 244.0, DRY: 600
11:33 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
11:34 - waiting before we test for moisture again, current moisture: 243.0, DRY: 600
11:35 - waiting before we test for moisture again, current moisture: 243.0, DRY: 600
11:36 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
11:37 - waiting before we test for moisture again, current moisture: 243.0, DRY: 600
11:38 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
11:39 - waiting before we test for moisture again, current moisture: 243.0, DRY: 600
11:40 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
11:41 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
11:42 - waiting before we test for moisture again, current moisture: 244.0, DRY: 600
11:43 - waiting before we test for moisture again, current moisture: 244.0, DRY: 600
11:44 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
11:45 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
11:46 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
11:47 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
11:48 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
11:49 - waiting before we test for moisture again, current moisture: 244.0, DRY: 600
11:50 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
11:51 - waiting before we test for moisture again, current moisture: 246.0, DRY: 600
11:52 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
11:53 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
11:54 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
11:55 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
11:56 - waiting before we test for moisture again, current moisture: 244.0, DRY: 600
11:57 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
11:58 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
11:59 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
12:00 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
12:01 - waiting before we test for moisture again, current moisture: 246.0, DRY: 600
12:02 - waiting before we test for moisture again, current moisture: 249.0, DRY: 600
12:03 - waiting before we test for moisture again, current moisture: 249.0, DRY: 600
12:04 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
12:05 - waiting before we test for moisture again, current moisture: 248.0, DRY: 600
12:06 - waiting before we test for moisture again, current moisture: 246.0, DRY: 600
12:07 - waiting before we test for moisture again, current moisture: 246.0, DRY: 600
12:08 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
12:09 - waiting before we test for moisture again, current moisture: 246.0, DRY: 600
12:10 - waiting before we test for moisture again, current moisture: 246.0, DRY: 600
12:11 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
12:12 - waiting before we test for moisture again, current moisture: 249.0, DRY: 600
12:13 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
12:14 - waiting before we test for moisture again, current moisture: 246.0, DRY: 600
12:15 - waiting before we test for moisture again, current moisture: 243.0, DRY: 600
12:16 - waiting before we test for moisture again, current moisture: 249.0, DRY: 600
12:17 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
12:18 - waiting before we test for moisture again, current moisture: 248.0, DRY: 600
12:19 - waiting before we test for moisture again, current moisture: 246.0, DRY: 600
12:20 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
12:21 - waiting before we test for moisture again, current moisture: 249.0, DRY: 600
12:22 - waiting before we test for moisture again, current moisture: 246.0, DRY: 600
12:23 - waiting before we test for moisture again, current moisture: 248.0, DRY: 600
12:24 - waiting before we test for moisture again, current moisture: 246.0, DRY: 600
12:25 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
12:26 - waiting before we test for moisture again, current moisture: 245.0, DRY: 600
12:27 - waiting before we test for moisture again, current moisture: 248.0, DRY: 600
12:28 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
12:29 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
12:30 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
12:31 - waiting before we test for moisture again, current moisture: 248.0, DRY: 600
12:32 - waiting before we test for moisture again, current moisture: 249.0, DRY: 600
12:33 - waiting before we test for moisture again, current moisture: 248.0, DRY: 600
12:34 - waiting before we test for moisture again, current moisture: 248.0, DRY: 600
12:35 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
12:36 - waiting before we test for moisture again, current moisture: 250.0, DRY: 600
12:37 - waiting before we test for moisture again, current moisture: 247.0, DRY: 600
12:38 - waiting before we test for moisture again, current moisture: 248.0, DRY: 600
12:39 - waiting before we test for moisture again, current moisture: 252.0, DRY: 600
12:40 - waiting before we test for moisture again, current moisture: 248.0, DRY: 600
